标题,关键词,类别
巴西名帅斯科拉里宣布退休 结束40年执教生涯,执教,0
骑行1万公里穿越15个国家 他们只为支持梅西和阿根廷,支持,0
横店高尔夫精英职业赛：马成姚绝杀封王 姚高组合摘得“座上宾”,高尔夫,0
2022中国家帆赛厦门站收帆 两大组别冠军决出,国家,0
U20女足集训名单公布 王军挂帅 上海女足9人入选,女足,0
2022成都马拉松完赛奖牌发布：灵感来源杜甫诗句,奖牌,0
斯诺克英锦赛：丁俊晖逆转挺进16强   罗伯逊希金斯等名将出局,罗伯逊,0
“乒乓名城”续写“乒乓情缘”,cba,0
全国花样游泳锦标赛：四川收获两金,四川,0
C罗炮轰曼联：感觉被背叛 他们不想我在这,不想,0
卡塔尔世界杯丹麦队大名单出炉：埃里克森、凯尔领衔,出炉,0
卡塔尔世界杯伊朗队大名单公布：阿兹蒙领衔,领衔,0
世预赛中国男篮对阵巴林大名单：王哲林领衔,王哲林,0
张伟丽兑现诺言把金腰带带回中国,张伟丽,5
中国船长翟墨完成人类首次不停靠环航北冰洋壮举,首次,5
“不一样”的卡塔尔世界杯,卡塔尔,0
波兰国门脚踝严重变形 最后一刻无缘世界杯,波兰,0
卡塔尔世界杯倒计时一周：奖杯、球迷、球队陆续抵达,奖杯,0
刘诗雯当选新一届国际乒联运动员委员会委员,国际乒联,0
中国篮球公开赛烟台赛区：魏桥男篮获大区赛入场券,中国篮球,0
体育赋能，助力乡村振兴 一根绳连接科学与健康,健康,0
世界杯32强大名单全部公布 你最看好哪支队伍夺冠？,队伍,0
河北崇礼迎冬奥后首个雪季 冰雪赛事活动丰富,首个,1
（卡塔尔世界杯）前瞻：大力神杯有望重回南美洲,重回,0
乒乓球世界冠军朱雨玲病愈归来开启新挑战,乒乓球,0
这些中超球员，将出现在卡塔尔世界杯赛场,卡塔尔,2
琴澳财税部门深化合作 确保惠澳税收政策有效落地,合作,0
香港特首称不会再讨论入境安排“0+多少”,香港,0
收藏！卡塔尔世界杯观赛指南来了！,观赛,0
（卡塔尔世界杯）前瞻：巨星与新星，谁最闪耀？,闪耀,0
世界羽联：2022世界巡回赛总决赛迁往曼谷举办,世界,0
CBA常规赛第二阶段赛于12月6日开始 仍采用赛会制,赛会,0
愿更多孩子在“摸爬滚打”中长大,孩子,0
骆宗诗跆拳道世锦赛夺冠 稳居奥运积分榜首,积分榜,6
张伟丽重夺终极格斗冠军赛金腰带 努力付出终有回报,张伟丽,0
潜心耕耘 静待花开（体坛观澜）,体坛,0
短道速滑四大洲锦标赛  中国队获得1金2银1铜,短道,0
斯诺克英锦赛：周跃龙晋级16强 1/8决赛将战奥沙利文,将战,4
“雪狼”奔向达阵区,cba,0
林莉：换一个舞台延续排球梦想,延续,0
更多高层次体育人才进入校园将是趋势,人才,0
中国网球协会：备战巴黎奥运女双运动员名单公布,女双,5
中超联赛靠啥“抢戏”世界杯,世界杯,0
男篮世预赛：加时战胜巴林队 中国男篮提前两轮晋级世界杯正赛,加时,4
厄瓜多尔队世界杯名单公布 凯塞多、萨米恩托入选,入选,0
墨西哥队26人大名单公布：洛萨诺、奥乔亚在列,公布,0
卡塔尔世界杯突尼斯队大名单公布 哈兹里领衔,领衔,0
卡塔尔世界杯加纳队大名单公布 托马斯领衔,领衔,0
2024年巴黎奥运会和残奥会吉祥物公布,奥运会,0
杨绍杰击败杨帆，成中式台球大师赛首位外籍冠军,台球,0
“中超元宇宙”上线，数字科技让球迷身临其境,科技,0
通讯：专访中国女篮前锋黄思静：世界杯亚军给了征战新赛季信心,前锋,0
第十六届世界武术锦标赛发布主题和会徽,主题,0
专访中国女篮前锋黄思静：世界杯亚军给了征战新赛季的信心,前锋,0
记者手记：出发，朝着心中的“大力神杯”,手记,0
国际奥委会：首届奥林匹克电竞周将于2023年举行,国际奥委会,0
世界杯32强巡礼B组丨英格兰：“梦回66”不只是口号,巡礼,0
世界杯32强巡礼B组丨伊朗：波斯铁骑 弯刀出鞘,巡礼,0
战胜申真谞！LG杯杨鼎新晋级决赛，将与丁浩争冠,争冠,4
世界杯32强巡礼B组丨美国：年轻一代埋下希望种子,种子,0
世界杯32强巡礼B组丨威尔士：半个多世纪的圆梦之旅,圆梦,0
世界杯32强巡礼A组｜塞内加尔：“雄狮”or 黑马？,塞内加尔,0
世界杯32强巡礼A组｜荷兰：“无冕之王”卷土重来,巡礼,0
世界杯32强巡礼A组｜厄瓜多尔：高原杀手期待新突破,巡礼,0
世界杯32强巡礼A组｜卡塔尔：首次亮相的东道主,东道主,0
前瞻：世界杯“失意者联盟”：实力不俗徒留叹息,联盟,0
武汉三镇球员任航右腿后群腘绳肌撕裂 预计6到8周康复,预计,2
法兰克福前锋穆阿尼入选法国队大名单 接替恩昆库,前锋,0
外媒盘点“世界杯之最”球员 梅西榜上有名,外媒,2
2022跆拳道世锦赛：孟明宽男子87公斤以下级摘银,男子,6
露营产业论坛举办 聚焦“露营产业高质量发展”,产业,0
前瞻：两员现役征战世界杯 卡塔尔还有哪些中超“熟面孔”？,征战,0
时隔九年中国男篮再迎洋帅  塞尔维亚籍名帅乔尔杰维奇18日抵华,塞尔维亚,0
足球让世界团结在一起 专访国际足联主席因凡蒂诺,国际足联,0
姆巴佩领衔穆科科等新一代 天空才是他们的极限,姆巴,0
平均年龄21.4岁的江苏女足 提前一轮收获本赛季女超亚军,本赛季,0
法国队赛前再受重创 恩昆库因伤无缘世界杯,赛前,0
斯诺克英锦赛：肖国栋徐思双双折戟 周跃龙丁俊晖1/8决赛遇挑战,跃龙,6
收获世锦赛门票 中国女水新周期力争实现新突破,力争,6
骆宗诗：以更坚定的信心迎接挑战,信心,0
C罗与曼联矛盾再升级 滕哈格：已做好准备让他离开,做好,0
中国电竞选手彭云飞：明年亚运会要夺金,明年,5
只要奔跑，就会有美好的事情发生,cba,0
林高远再出发,高远,0
杜锋卸任中国男篮主教练 带队三年获世界杯资格,带队,0
中国男篮换帅！名帅乔尔杰维奇出任意义几何？,中国男篮,0
中国篮协：杜锋卸任中国男篮主帅 乔尔杰维奇接任,杜锋,0
香港特区政府强烈反驳美中经济与安全审议委员会报告,经济,0
杜锋卸任中国男篮主教练 名帅乔尔杰维奇接任,杜锋,0
外媒：塞内加尔球星马内将缺席世界杯首场比赛,塞内加尔,0
加纳队出征世界杯忘带球衣 或首战前仍无法送达,球衣,0
樊振东呼吁球迷远离饭圈戾气 并称早日恢复最佳状态,恢复,0
卡塔尔世界杯：这些看点别错过,看点,0
梅西、C罗等老将上演终局之战 卡塔尔世界杯即将揭幕,之战,0
前瞻：欧美争锋桂冠，亚非卷土重来：世界杯格局生变？,前瞻,0
竖屏看世界杯 央视频多档世界杯原创节目即将上线,世界杯,0
浙江省运会已产生金牌680枚 6人9次9项破省纪录,浙江,0
前瞻：亚洲球队能走多远？,亚洲,0
世界跆拳道锦标赛：中国选手郭清首秀摘银,首秀,5
世界杯32强巡礼D组｜澳大利亚：袋鼠军团力争出线,巡礼,0
世界杯32强巡礼D组｜突尼斯：非洲劲旅期待突破,非洲,0
世界杯32强巡礼D组｜丹麦：北欧童话将在中东上演？,巡礼,0
世界杯32强巡礼D组｜法国：卫冕冠军能如愿吗？,卫冕冠军,0
世界杯32强巡礼C组丨阿根廷：潘帕斯雄鹰渴望翱翔,巡礼,0
世界杯32强巡礼C组丨波兰：莱万能带队走多远？,带队,0
世界杯32强巡礼C组丨墨西哥：“草帽军团”新老交替,巡礼,0
世界杯32强巡礼C组丨沙特阿拉伯：渴望证明自己,巡礼,0
2022中国冰壶联赛（伊春站）赛程过半 已进行21场比赛,赛程,5
铁腕教头执教男篮 瞄准巴黎“门票”,执教,0
孙兴慜戴面罩参加训练 不确定世界杯何时能上场,孙兴,0
阿根廷主帅斯卡洛尼：世界杯前阵容可能发生变化,阵容,0
国际足联推出新举措 避免球员世界杯期间看到负面言论,国际足联,2
世界杯开幕式揭秘：场面对标奥运会 时长30分钟,揭秘,0
C罗因病缺席葡萄牙队训练 主帅证实不参加热身赛,热身赛,0
三分钟速通世界杯丨解码大格局！各大洲谁执牛耳？,世界杯,0
世界杯观赛指南：最后一舞谁最靓？,观赛,0
世界杯观赛指南：13场小组赛，哪场比赛不容错过,观赛,0
当我们聊起世界杯除了足球还有什么？,足球,0
世界杯观赛指南：夺冠热门哪家强,观赛,0
卡塔尔世界杯 披荆斩棘而来,卡塔尔,0
冬季的“足球盛宴”会更好看吗,更好,0
斯诺克英锦赛：周跃龙止步16强 丁俊晖如进八强将战奥沙利文,将战,0
深一度｜杜锋：知我罪我，问心无愧,杜锋,0
女排超级联赛B组常州赛区落幕 沪苏闽分列三甲,超级,0
C罗：为球衣销量超过梅西高兴 曾接近结盟曼城,接近,0
中国女篮队员——“全力去拼，不要留下遗憾”,留下,0
新兴项目为全民健身添活力,项目,0
意甲女排联赛：斯坎迪奇惜败米兰 朱婷斩获17分,斩获,0
世界杯热身赛：阿根廷5:0阿联酋 德国小胜阿曼,阿曼,0
外媒：马拉多纳上帝之手用球以200万英镑拍卖,外媒,0
贵州山城少年将担任世界杯护旗手 最喜欢的球员是C罗,喜欢,2
第30次“丁奥大战”：丁俊晖零封奥沙利文,大战,0
2022全国全民体能大赛将在五大城市举行,大赛,0
世界杯32强巡礼F组｜摩洛哥：临阵换帅成X因素,摩洛哥,0
世界杯32强巡礼F组｜加拿大：时隔36年，他们重新归来,巡礼,0
世界杯32强巡礼F组｜克罗地亚：魔笛再奏新乐章,巡礼,0
世界杯32强巡礼F组｜比利时：黄金一代的冠军梦,巡礼,0
世界杯32强巡礼E组｜日本：力拼德西 目标八强,巡礼,0
世界杯32强巡礼E组｜哥斯达黎加：末班车的幸运儿,巡礼,0
世界杯32强巡礼E组｜德国：老将掌舵，新星冲锋,新星,0
世界杯32强巡礼E组｜西班牙：延续传控，天才扎堆,延续,0
中国男篮新任主教练抵达杭州 未来将按计划开展工作,抵达,0
不做小动作 巴西队主教练训练时不让球员戴护腿板,主教练,2
各国球迷成海湾城市新风景线,城市,0
跆拳道世锦赛：宋兆祥男子87公斤以上级摘铜,男子,6
WTT世界乒联：10月三项赛事累计观众人次近10亿,观众,0
全运会冠军扎根校园普及柔力球,校园,0
王楚钦惜败林仲勋 亚洲杯国乒男单无缘四强,王楚,0
前瞻：重磅对决轮番上演 这6场小组赛不可错过,对决,0
前瞻：世界杯“黑马”大猜想 他们能否异军突起？,黑马,0
本泽马再添新荣誉 获2022环足奖最佳球员,本泽马,2
陆光祖力克李梓嘉晋级澳羽八强 国羽锁定曼谷总决赛八个席位,光祖,4
斯诺克英锦赛：丁俊晖挺进八强  期待与奥沙利文带来一场“伟大的比赛”,带来,0
世界杯热身赛：B费梅开二度 葡萄牙4:0尼日利亚,热身赛,0
2022世界杯观赛指南 燃起冬日里的“一把火”,观赛,0
“中国制造”闪耀卡塔尔世界杯,闪耀,5
足协杯：国安点球大战不敌中冠球队泾川文汇,大战,0
C罗盛赞梅西伟大 自己考虑踢到40岁退役,盛赞,0
阿根廷国家队临时换阵 小将蒂亚戈-阿尔马达入选,入选,0
遗憾！塞内加尔国家队确认马内退出世界杯,塞内加尔,0
科技如何引领创新？专家纵论数字体育经济发展,经济,0
刘少林刘少昂接受外媒采访，公开回应“更改国籍”,公开,0
中国人的世界杯,世界杯,5
去看一届“科技感十足”的世界杯,一届,0
王艺迪夺得乒乓球亚洲杯赛女单冠军,乒乓球,0
国际足联主席：卡塔尔将举办有史以来最好的一届世界杯,国际足联,0
赛事前瞻：揭幕战“矛”“盾”之争 卡塔尔队有望延续“东道主不败”,延续,0
无缘卡塔尔世界杯的最佳11人，谁最让你意难平？,最佳,0
2022中国攀岩自然岩壁系列赛（广西马山站）开赛,开赛,5
第28届吉林国际雾凇冰雪节开幕 “南客”云集抢先感受“第一滑”,吉林,0
2022年第五届“一带一路”成都全球象棋双人赛开赛,全球,0
第二十四届“希望马拉松”黄浦江畔鸣枪起跑,马拉松,0
世界杯32强巡礼H组丨乌拉圭：神锋老矣 尚能饭否？,乌拉圭,0
世界杯32强巡礼H组丨韩国：十全能否“十美”？,巡礼,0
世界杯32强巡礼H组丨葡萄牙：欲戴王冠 何承其重？,巡礼,0
中国垒球联赛四强巡礼：浙江队汇聚精兵强将剑指冠军,巡礼,5
世界杯32强巡礼G组｜巴西：“桑巴军团”重振雄风,巡礼,0
世界杯32强巡礼G组丨喀麦隆：“非洲雄狮”再度回归,非洲,0
世界杯32强巡礼G组｜塞尔维亚：巴尔干雄鹰期待突围,巡礼,0
世界杯32强巡礼H组丨加纳：团队力量能否造就奇迹？,奇迹,0
世界杯32强巡礼G组｜瑞士：老将领衔冲击八强,瑞士,0
中国盲人足球队获巴黎残奥会参赛资格,资格,5
三分钟速通世界杯丨球衣号码的含义，你知道吗？,球衣,0
“代厨”走红，是一场年轻人的惺惺相惜,年轻人,0
浙江省第十七届运动会开幕 观众直呼“难忘今宵”,观众,0
斯诺克英锦赛：6:0横扫奥沙利文 丁俊晖强势挺进半决赛,强势,0
记者手记：世界杯“圣地”的岁月静好与剑拔弩张,手记,0
国内外多个王牌拳手深圳竞逐职业拳王争霸赛,职业,0
足协杯正赛第二轮爆冷 县级业余草根球队靠什么淘汰国安,业余,0
孙兴慜获批戴面罩出战 训练暂时无法头球,孙兴,0
杨扬连任世界反兴奋剂机构副主席,主席,0
一触即发！卡塔尔世界杯揭幕战两队首发阵容出炉,揭幕战,0
近500选手报名参加全国（室内）青少年高尔夫公开赛,高尔夫,0
环千岛湖公路自行车赛开赛 全国260余个车队参与,参与,0
杭州马拉松开跑 35000名跑友参与,参与,0
赛事前瞻：英伊大战伊朗队有望爆冷  马内缺阵塞内加尔难敌荷兰,塞内加尔,0
王艺迪4:2力克伊藤美诚 中国女乒亚洲杯五连冠,力克,5
2022成都马拉松开跑 公园城市品味千年烟火,城市,0
诸神黄昏的世界杯：最后一舞谁能完美谢幕？,完美,0
斯诺克英锦赛：第四次挺进英锦赛决赛  丁俊晖有望获得排名赛第十五冠,英锦赛,6
记者手记：卡塔尔举目皆是中国元素，我恍惚穿越了？,手记,5
遗憾！本泽马最后时刻因伤无缘世界杯,时刻,0
东西问丨周剑：从北京冬奥会到卡塔尔世界杯，亚洲国家如何讲好体育故事？,东西,3
6天36场角逐！2022中国篮球公开赛昆明赛区落下帷幕,中国篮球,0
伊朗惨败英格兰，亚洲足球首胜等待下一个答案,惨败,0
中俄冰球友谊赛在莫斯科举行,冰球,0
上海升级全民健身发展指数评估指标 “600指数”总得分454.3,全民,0
1分钟能颠多少个？全国儿童青少年足球颠球活动启动,活动,0
中卡青少年蹴鞠交流活动在多哈举行,青少年,0
赛事前瞻：挑战阿根廷沙特队难有胜机  法澳之战法国队当开门大吉,之战,0
全国(室内)青少年高球公开赛：小选手盼入奥运启梦队,青少年,0
中国建造助力卡塔尔打造“绿色世界杯”,绿色,5
ATP年终排名尘埃落定 德约科维奇重返前五,德约,0
东道主不败金身被破，本届世界杯揭幕战还创下哪些历史纪录？,本届,0
国际象棋世界团体赛开幕 中国队喜提两连胜,团体赛,0
斯巴达勇士儿童赛重回深圳 泥泞赛道助力小勇士成长,勇士,0
世界杯第一张“红牌”亮给网络暴力,世界杯,0
澳大利亚公开赛国羽三金收兵 石宇奇拿到复出后第二金,拿到,0
记者手记：世界杯开幕夜，卡塔尔人未眠,手记,0
“为梦想开球”乡村儿童足球公益倡导活动启动,梦想,0
每日一星：“梦幻开局”属于瓦伦西亚,cba,0
丁俊晖世界排名升至第19位  仍无缘本赛季大师赛,本赛季,0
卡塔尔世界杯开幕 揭幕战厄瓜多尔队2∶0卡塔尔,卡塔尔,0
卡塔尔世界杯｜人物：瓦伦西亚，击碎“铁律”,卡塔尔,0
德约科维奇加冕ATP总决赛六冠王 获474万美元奖金,德约,0
第五届“一带一路”成都全球象棋双人赛收官 赵鑫鑫/时凤兰夺冠,全球,0
斯诺克英锦赛：从6：1到7：10  丁俊晖第二阶段崩盘无缘冠军,英锦赛,0
第16届环千岛湖公路自行车赛落幕 260余支车队参赛,落幕,0
速度滑冰世界杯海伦芬站落幕 中国队收获两枚金牌,滑冰,0
荷兰队明日凌晨迎战塞内加尔 “无冕之王”能否露出王者之相?,塞内加尔,0
世界杯揭幕战打响！门票长啥样？,揭幕战,0
揭幕战上的中国小护旗手们，有个世界杯梦,揭幕战,5
丁俊晖不敌马克-艾伦 无缘英锦赛第四冠,英锦赛,0
世界杯揭幕战破纪录！今天这些精彩比赛别错过,揭幕战,0
史上最差东道主？ 卡塔尔队亟需找回亚洲杯冠军心态,最差,0
伊朗队主帅：球队面对自1966年以来最强英格兰队,面对,0
“东道主首战不败”定律告破 卡塔尔0:2不敌厄瓜多尔,东道主,0
卡塔尔世界杯开赛：史上最快世界杯用球暗藏了什么玄机,世界杯,0
世界杯揭幕战东道主0:2厄瓜多尔 卡塔尔球迷提前退场,揭幕战,0
世界杯揭幕战：瓦伦西亚两球，厄瓜多尔战胜卡塔尔,揭幕战,0
“此刻即所有”，2022年卡塔尔世界杯开幕,开幕,0
短评：冷门、逆转，正是世界杯的魅力所在,魅力,0
惊天大冷门，沙特阿拉伯队2:1逆转击败阿根廷队,击败,0
突尼斯丹麦0:0握手言和 埃里克森首发出战,丹麦,0
让青少年爱上足球  锦江航运足球文化体验中心在沪揭幕,足球,0
梅西：输球没有任何借口 球队必须团结起来,输球,0
赛事前瞻：“死亡之组” 首登场  超级“黑马”再亮相,死亡,0
沙特主帅：球员展现惊人能力，但现在还不是庆祝时,能力,2
爆冷击败阿根廷，让梅西无奈……这沙特队什么来头？,无奈,0
阿根廷被沙特爆了大冷，但我们仍在期待梅西,沙特,0
创造历史！梅西斩获卡塔尔世界杯首粒进球,斩获,0
中国裁判马宁再上场 将担任西班牙与哥斯达黎加比赛第四官员,官员,5
中国国际冰雪经济合作论坛启动：“建群”发展冰雪产业,冰雪,5
助力威尔士战平美国 贝尔当选全场最佳球员,战平,2
暖心！格拉利什进球后为脑瘫小球迷跳舞,进球,0
每日一星：贝林厄姆：“00后”的登场,登场,0
10万多个“拉伊卜”玩偶从广州飞赴卡塔尔,卡塔尔,0
国际象棋世界团体赛战罢四轮 中国队提前锁定小组第一,小组第一,0
淘汰国安的泾川文汇是怎样的球队？,淘汰,0
蹦床世锦赛中国队收获一金一铜,收获,6
“00后”建功英格兰大胜伊朗  贝尔不老威尔士逼平美国,威尔士,0
记者手记：一杯“特供”啤酒，给亚洲足球浇浇愁,手记,0
中国裁判亮相世界杯赛场 威尔士1：1逼平美国,威尔士,5
梅西否认受伤传闻 坦言或将是其最后一届世界杯,一届,0
“橙衣军团”荷兰首战告捷 2：0战胜塞内加尔,塞内加尔,0
美国1:1威尔士，中国裁判完成卡塔尔世界杯首秀,威尔士,5
荷兰2比0塞内加尔 橙衣军团迎世界杯开门红,塞内加尔,0
直击英伊大战：为足球而干杯,大战,0
英格兰队6：2大胜伊朗 取得小组赛开门红,伊朗,0
梅西将迎卡塔尔世界杯首秀：这是我最后一届世界杯,世界杯,0
记者手记：那一刻，日本足球令全亚洲羡慕,手记,0
亚洲球队再传捷报 日本队2:1逆转胜德国队,日本队,0
日本2:1逆转德国 亚洲足球世界杯再告捷,亚洲,0
死亡之组，勇者胜！日本逆转德国获世界杯开门红,死亡,0
爆冷！德国队首秀遭日本队逆转，世界杯赛场连负日韩,日本队,0
日本队2:1逆转德国队,日本队,0
上届亚军克罗地亚队与摩洛哥队互交白卷,亚军,0
杭州亚运会将补充招募约3万名赛会志愿者,赛会,0
克罗地亚战平摩洛哥 莫德里奇“最后一舞”沉闷启幕,启幕,0
赛事前瞻：C罗亮相欲创纪录   巴西首秀需防爆冷,创纪录,0
上海申花等俱乐部因欠薪被处罚 扣除6个联赛积分,处罚,0
中国大学生3×3篮球联赛四川赛区落幕 三队脱颖而出,大学生,5
中国垒球联赛常规赛收官 季后赛四强角逐总冠军,总冠军,5
2022年全国水下机器人大赛在广东湛江落幕,大赛,0
FIFA票务系统出现故障 部分球迷比赛开始后仍未入场,fifa,0
沙特国家队透露沙赫拉尼伤情：情况稳定 将继续接受观察,沙特,0
沙特队爆冷力克阿根廷  法国队逆转大胜澳大利亚,力克,0
每日一星：沙特门将奥韦斯“一战封神”,一战,0
中国驻塞浦路斯大使出席第三届中塞友好运动会,出席,5
扑出莱万点球后 “墨西哥吴镇宇”又火了,点球,0
记者手记：世界杯冷门，不可多得,手记,0
法国队大胜澳大利亚后 姆巴佩当选全场最佳,法国队,0
老将吉鲁创多项纪录 卫冕冠军法国队4：1大胜澳大利亚,卫冕冠军,0
波墨大战侧记：当马里阿契遇见肖邦,大战,0
莱万错失点球良机 波兰队与墨西哥队0:0握手言和,错失,0
通讯：卢赛尔的首场狂欢不属于梅西,梅西,0
法国4:1战胜澳大利亚 吉鲁追平亨利并列队史射手王,追平,0
墨西哥与波兰互交白卷，首轮过后沙特暂居C组第一,波兰,0
曼联官宣C罗离队：感谢为老特拉福德作出的巨大贡献,离队,0
丹麦突尼斯互交白卷小组赛首轮战平,战平,0
亚洲六队全部登场，现役中超球员亮相卡塔尔世界杯,登场,2
浙江省第七届民族传统体育运动会在“畲乡”景宁开幕,传统,0
乌拉圭两中门柱 世界杯首秀与韩国队握手言和,乌拉圭,0
恩博洛助瑞士一球小胜 喀麦隆遭遇八连败,瑞士,0
北京马拉松组委会：两位违规选手终身禁赛北马,禁赛,3
恩博洛包抄破门 瑞士队1:0小胜喀麦隆队,破门,0
米卢：相信中国队会挺进下届世界杯,挺进,0
米卢：我敢接手现在的国足,国足,0
宿茂臻：中国足球的努力还远不够 进步也不够大,努力,5
宿茂臻：中国足球不应为短期成绩选材 要有更多青少年比赛,成绩,5
中国球员是否“一代不如一代”？米卢这样回应,回应,2
米卢谈下任国足主帅：这一点最重要,主帅,0
英雄联盟解说管泽元：世界杯最关注巴西队,联盟,0
德国球员吕迪格高抬腿跑步引发争议：这样做是想跑得更快,争议,2
巴西后卫席尔瓦：我们看到了一个更好的内马尔,更好,0
卡塔尔世界杯 | 喀麦隆队主帅：我们也将震惊世界,卡塔尔,0
首届中国体育消费博览会（冬季展）将在哈尔滨举行,冬季,5
国际象棋世团赛再传捷报 中国队淘汰波兰队进四强,进四强,0
德国队主帅弗利克：我们犯了不该犯的错误,主帅,0
“技术性击倒”德国队 森保一：日本足球史上的重要时刻,史上,0
踢平上届世界杯亚军球队 摩洛哥队展现实力,亚军,0
半自动越位识别系统亮相赛场 新技术助力世界杯执裁,技术,0
日本队爆冷逆转德国队  西班牙7球大胜哥斯达黎加,日本队,0
每日一星：替补奇兵堂安律,替补,0
日本队门将权田修一获评全场最佳：团结帮助我们获胜,获胜,0
日本队赛后打扫更衣室 获国际足联称赞,国际足联,0
德布劳内获全场最佳后疑惑“为什么是我？”,全场,0
“一带一路·七彩云南”国际汽车拉力赛收官 15天行驶3000余公里,收官,0
西班牙一场比赛进了7个！今晚别错过巴西和C罗,一场,0
将迎卡塔尔世界杯首秀 C罗：想让所有葡萄牙人感到骄傲,骄傲,0
库尔图瓦扑出点球，比利时队首秀1:0险胜加拿大,加拿大,0
“青年军”表现亮眼 西班牙队7：0大胜哥斯达黎加队,青年,0
日本队队长吉田麻也：很荣幸领导这样一支球队,日本队,0
极致传控！西班牙队单场传球高达1056次 对手零射门,射门,0
西班牙7:0哥斯达黎加 加维成队史世界杯最年轻进球者,年轻,0
前方直击：日本赢德国，中国记者大受震撼,记者,5
日本球迷赛后将垃圾收拾带走,赛后,0
日本队收获世界杯开门红 日本球迷赛后久久不愿离场,离场,0
日本2:1逆转德国队收获开门红 现场的日本球迷嗨翻了,日本,0
逆转战胜德国 日本主帅却说赢球更应反思,赢球,0
德国阿根廷成难兄难弟 韩国队能否延续亚洲足球惊喜？,延续,0
逆转夺冠热门德国队 日本队为什么行？,日本队,0
当他走进自己建造过的世界杯球场,球场,0
卡塔尔获世界杯首球仍失利  遭两连败出线希望渺茫,首球,0
伤停补时阶段连进两球 伊朗队绝杀威尔士队,威尔士,0
东西问·中外对话 | 米卢对话宿茂臻：中国足球如何再次“冲出亚洲”？,对话,5
走进米卢的家：塞尔维亚老人的中国情缘,塞尔维亚,5
国际雪联主席约翰·埃利亚施：积极推动张家口市冰雪运动蓬勃发展,推动,0
传递体育新能量  青少年成长类足球纪实节目《超球少年2》官宣定档,成长,0
小萨马兰奇：中国已成为向世界弘扬奥林匹克精神的中流砥柱,奥林匹克,5
补时连入两球！ 伊朗2:0威尔士保持出线希望,威尔士,0
巴黎奥运及杭州亚运滑板国家集训队，准备这么选！,亚运,0
亚洲球队创其在世界杯小组赛首轮的最佳战绩,战绩,0
小组赛首轮综述：欧美豪门出现分化  亚洲球队力压非洲,非洲,0
世界杯“00后”掀起“青春风暴”,青春,0
加纳主帅质疑C罗点球：这是来自裁判的“礼物”,质疑,0
国际象棋世团赛再传捷报 中国队击败西班牙挺进决赛,挺进,6
每日一星：C罗：纪录之王,纪录,0
卡塔尔世界杯 用了哪些“黑科技,科技,0
球员流动，让足球发展更趋平衡,发展,2
浅野拓磨：绝杀之前，三次梦碎,绝杀,0
恩博洛：进球，勾起的是乡愁,进球,0
第一轮小组赛结束 亚洲足球闪耀光彩,闪耀,0
一场比赛一句话，首轮你想说点啥？,一场,0
内马尔单场比赛被侵犯9次 赛后直言比赛艰难,比赛,0
第42届世界业余围棋锦标赛开赛 白宝祥首战胜挪威选手,业余,0
咱平心静气地说，是强队变弱了，还是亚洲足球变强了？,亚洲,0
C罗创纪录葡萄牙取首胜  理查利森进两球巴西开门红,创纪录,0
理查利森梅开二度获全场最佳：儿时的梦想实现了,梅开二度,0
记者手记：绝代双骄，同舞不同命,手记,0
记者手记：韩国对阵乌拉圭，世界杯突现“中超时间”？,手记,0
拒绝爆冷，巴西2:0击败塞尔维亚初显“冠军相”,塞尔维亚,0
世界杯32强全部登场：C罗创历史 巴西冠军相,登场,0
里查利松梅开二度 巴西队2:0塞尔维亚收获开门红,塞尔维亚,0
葡萄牙3:2击败加纳 C罗：开门红只是第一步,葡萄牙,0
C罗点射破门创造历史 葡萄牙队3:2险胜加纳队,点射,0
韩国乌拉圭互交白卷 亚足联球队首轮2胜1平3负,乌拉圭,0
创历史！C罗连续五届世界杯进球，助葡萄牙开门红,葡萄牙,0
想让葡萄牙人感到骄傲！奏唱国歌时C罗眼含热泪,骄傲,0
赛事前瞻：伊朗卡塔尔迎生死战 荷兰英格兰争两连胜,英格兰,0
莱万斩获个人世界杯首球 波兰2:0战胜沙特,首球,0
澳大利亚队一球小胜突尼斯 亚洲区球队收获本届杯赛第四胜,本届,0
“独臂船长”携“海口号”完成朗姆路单人跨大西洋帆船赛征程 系中国首位,首位,5
浙江省第六届冰雪运动嘉年华走进侨乡青田,运动,0
卡塔尔世界杯D组第二轮 澳大利亚1:0小胜突尼斯,澳大利亚,0
他20年前曾在甲A打工，今天有望带“软柿子”创奇迹,年前,0
综合消息：补时绝杀伊朗队仍有出线希望 两连败出局卡塔尔成最差东道主,最差,0
（卡塔尔世界杯）每日一星：连场破门加克波,卡塔尔,0
李铁被查震动中国足球，期待成为触底反弹契机！,李铁,5
中国国家男子足球队原主教练李铁接受监察调查,李铁,5
记者手记：冰冷荷兰，遇上火热厄瓜多尔,手记,0
英格兰难破“铁桶阵” 遭遇闷平 晋级悬念留至第三轮,悬念,4
中国队夺得2022年国际象棋世界男团赛冠军,男团,0
世界杯：英格兰与美国互交白卷，伊朗暂居B组第二,英格兰,0
卡塔尔队遭遇两连败 成为本届杯赛首支被淘汰球队,本届,0
卡塔尔成本届世界杯首支确定无缘小组出线的球队,本届,0
巴西队官方：内马尔、达尼洛不会出战下一场比赛,内马尔,0
香港特区政府欢迎国务院批准“港车北上”海关免担保政策,cba,0
再折大将法国队迎战丹麦队 生死之战阿根廷“死磕”墨西哥,之战,0
